cell_hash,B,T_max_s,k,lambda_bg,user_idx,days_to_fp_alpha,days_to_fp_censored,intersect_final,rep_acc_final,posterior_R_final
9ed12df1fc4c,10,300,3,100,20,7,True,38,0.7,0.22229627414075726
9ed12df1fc4c,10,300,3,100,21,7,True,26,0.3,0.10890191944992737
9ed12df1fc4c,10,300,3,100,22,7,True,57,0.7,0.043440354813748173
9ed12df1fc4c,10,300,3,100,23,7,True,158,0.8,0.00628106079468992
9ed12df1fc4c,10,300,3,100,24,7,True,74,0.5,0.0027696578146635203
9ed12df1fc4c,10,300,3,100,25,7,True,47,0.7,0.022336760676280685
9ed12df1fc4c,10,300,3,100,26,7,True,14,0.7,0.0029595312132041644
9ed12df1fc4c,10,300,3,100,27,7,True,27,0.8,0.016266274009466324
9ed12df1fc4c,10,300,3,100,28,7,True,26,0.6,0.02015768850926147
9ed12df1fc4c,10,300,3,100,29,7,True,46,0.6,0.003705851244313584
93688ac7cb8b,10,1800,3,100,0,7,True,18,0.1,0.0029004046529236102
93688ac7cb8b,10,1800,3,100,1,7,True,36,0.5,5.906644464646235e-07
93688ac7cb8b,10,1800,3,100,2,7,True,29,0.7,0.0013100865298111995
93688ac7cb8b,10,1800,3,100,3,7,True,44,0.4,0.014913017323432313
93688ac7cb8b,10,1800,3,100,4,7,True,39,0.9,0.0019370305985815881
93688ac7cb8b,10,1800,3,100,5,7,True,41,0.7,0.0029540603750874968
93688ac7cb8b,10,1800,3,100,6,7,True,32,0.6,0.0014446513459733957
93688ac7cb8b,10,1800,3,100,7,7,False,9,0.5,0.039437376043047874
93688ac7cb8b,10,1800,3,100,8,7,True,75,0.2,0.04721701109867751
93688ac7cb8b,10,1800,3,100,9,7,True,60,0.5,0.004977484896263869
93688ac7cb8b,10,1800,3,100,10,7,True,66,0.8,0.1895389487239424
93688ac7cb8b,10,1800,3,100,11,7,True,306,0.6,0.1305589392358399
