cell_hash,B,T_max_s,k,lambda_bg,user_idx,days_to_fp_alpha,days_to_fp_censored,intersect_final,rep_acc_final,posterior_R_final
93688ac7cb8b,10,1800,3,100,12,7,True,68,0.7,0.04832195705889479
93688ac7cb8b,10,1800,3,100,13,7,True,154,0.6,0.0102712481356222
93688ac7cb8b,10,1800,3,100,14,7,True,836,1.0,0.0057007609562422885
93688ac7cb8b,10,1800,3,100,15,7,True,55,0.7,0.010313881510754047
93688ac7cb8b,10,1800,3,100,16,7,True,18,0.8,0.15338473347818338
93688ac7cb8b,10,1800,3,100,17,7,True,32,0.8,0.10164116658841954
93688ac7cb8b,10,1800,3,100,18,7,True,77,0.3,0.09144977368844061
93688ac7cb8b,10,1800,3,100,19,7,True,26,0.4,0.029535740652853748
93688ac7cb8b,10,1800,3,100,20,7,True,47,0.6,0.004104879585688742
93688ac7cb8b,10,1800,3,100,21,7,True,28,0.6,0.07526488230776596
93688ac7cb8b,10,1800,3,100,22,7,True,39,0.4,0.007467145882828202
93688ac7cb8b,10,1800,3,100,23,7,True,118,0.6,0.028900234082559245
93688ac7cb8b,10,1800,3,100,24,7,True,32,0.8,0.00224172083968318
93688ac7cb8b,10,1800,3,100,25,7,True,61,0.8,0.03717506755481816
93688ac7cb8b,10,1800,3,100,26,7,True,22,0.8,0.2789976524554703
93688ac7cb8b,10,1800,3,100,27,7,True,45,0.5,0.05063114108952166
93688ac7cb8b,10,1800,3,100,28,7,True,112,0.8,0.001760053328629548
93688ac7cb8b,10,1800,3,100,29,7,True,83,0.6,0.04776647662699381
5aa641dc83ab,20,30,3,100,0,7,True,42,0.6,0.021702329629183253
5aa641dc83ab,20,30,3,100,1,7,True,255,0.6,0.18148014475923188
5aa641dc83ab,20,30,3,100,2,7,True,17,0.6,0.03182471975121434
5aa641dc83ab,20,30,3,100,3,7,True,39,0.9,0.10164543059676569
5aa641dc83ab,20,30,3,100,4,7,True,28,0.3,0.13317419030495367
5aa641dc83ab,20,30,3,100,5,7,True,39,0.5,2.0108546841148435e-05
5aa641dc83ab,20,30,3,100,6,7,True,22,0.8,0.03342869321367607
5aa641dc83ab,20,30,3,100,7,7,True,53,0.5,0.03781912550142723
5aa641dc83ab,20,30,3,100,8,7,True,27,0.7,0.0330351916488083
5aa641dc83ab,20,30,3,100,9,7,True,89,1.0,1.0934619654994275e-05
5aa641dc83ab,20,30,3,100,10,7,True,107,0.7,0.005678834706411472
5aa641dc83ab,20,30,3,100,11,7,True,111,0.5,0.005710169308897029
5aa641dc83ab,20,30,3,100,12,7,True,86,0.4,0.006602739881028901
5aa641dc83ab,20,30,3,100,13,7,True,40,0.8,0.07998131453996826
